"book_id","title","author","genre","price"
"372","Cultural Perspectives on Sweets in Childrens Literature and Media","Sabine Planka","Literary Criticism","56.99"
"373","Survivor","Joseph J. Darowski","Performing Arts","36.0"
"374","AI Shepherds and Electric Sheep","Sean OCallaghan","Religion","24.99"
"375","Jason Reynolds","Ty Chapman","Juvenile Nonfiction","10.99"
"376","Convenience Orientation In Corporate Crime: Corrective Recovery Responses For Compliance And Conformance","Petter Gottschalk","Business & Economics","78.0"
"377","Women Re-Creating Classics","Emily Hauser","History","31.45"
"378","Sustainable Transformation and Well-being","Marisa Mhlbck","Business & Economics","89.99"
"379","Heidi - A Puppys Progress","Brian L. Porter","Pets","2.99"
"380","The Edinburgh Companion to Women in Publishing, 19002020","Nicola Wilson","Literary Criticism","196.29"
"381","Being Christian After the Desolation of Gaza","Bruce Norman Fisk","Religion","39.0"
"382","The Anthropology of Digital Practices","John Postill","Social Science","54.99"
"383","The Routledge Handbook of Political Risk","Cecilia Emma Sottilotta","Political Science","63.99"
"384","Tjisha Manga","Yoshiko Okuyama","Social Science","59.99"
"385","Fantastic Crimes","Anne Perry","Fiction","6.99"
"386","Abroad in Japan","Chris Broad","Biography & Autobiography","13.99"
"387","A Horse Named Sky","Rosanne Parry","Juvenile Fiction","4.99"
"388","Fourth Wing","Rebecca Yarros","Fiction","14.99"
"389","Demon Copperhead","Barbara Kingsolver","Fiction","18.99"
"390","Anna Karenina","Leo Tolstoy","Fiction","0.99"
"391","Harlequin Desire March 2023 - Box Set 2 of 2","Barbara Dunlop","Fiction","4.99"
"392","Onyx Storm","Rebecca Yarros","Fiction","14.99"
"393","The Hiding Place","Corrie ten Boom","Juvenile Nonfiction","24.99"
"394","Formula One 2023","Bruce Jones","Sports & Recreation","11.99"
"395","Union General","William L. Shea","Biography & Autobiography","34.95"
"396","The Night Traveler","Armando Lucas Correa","Fiction","1.99"
"397","The Housekeepers","Alex Hay","Fiction","15.99"
"398","Harlequin Romantic Suspense October 2023 - Box Set","Lisa Childs","Fiction","3.99"
"399","You Will Be Peter","Jerry Lathan","Fiction","13.99"
"400","Reading Bestsellers","Danielle Fuller","Language Arts & Disciplines","17.99"
"401","White Literary Taste Production in Contemporary Book Culture","Alexandra Dane","Language Arts & Disciplines","17.99"
"402","CLAT UG Exam Preparation Book 2024 - 23 Unsolved Tests (10 Practice Tests, 10 Sectional Tests and 3 Previous Year Papers)","Edugorilla Prep Experts","Education","2.65"
"403","The Best American Mystery and Suspense 2022","Jess Walter","Fiction","14.99"
"404","CLAT UG Entrance Exam 2024 - Common Law Admission Test - 10 Practice Tests, 10 Sectional Tests and 3 Previous Year Papers (Solved MCQs)","Unknown","Education","3.61"
"405","The Best American Science Fiction And Fantasy 2021","Veronica Roth","Fiction","8.49"
"406","Red, Red, White","Victoria Wright","Fiction","4.99"
"407","Bridge of Fire, Part 2: A New Beginning","Karen Wiesner","Fiction","4.99"
"408","The Destroyer of Worlds","Anghel Dragomir","Fiction","3.99"
"409","Changed","Carrie Thorne","Fiction","3.99"
"410","Construction Site: Farming Strong, All Year Long","Sherri Duskey Rinker","Juvenile Fiction","11.99"
"411","OECD Development Co-operation Peer Reviews: Spain 2022","OECD","Unknown","17.63"
"412","Loneliness","Meg Gaertner","Juvenile Nonfiction","8.95"
"413","Touch","Nick Rebman","Juvenile Nonfiction","8.95"
"414","Weasels","Amy McDonald","Juvenile Nonfiction","6.99"
"415","Dreams in the Snow","Beatrice B. Morgan","Fiction","4.99"
"416","21St Century Language of Texting","Sophie Jane","Reference","3.99"
"417","The Madness of March","Marguerite Nardone Gruen","Fiction","6.99"
"418","Orlando","Virginia Woolf","Fiction","6.99"
"419","In Praise of Civility","James W. Heisig","Philosophy","17.0"
"420","Whos Coming Home?","Ayesha Gray PhD","Juvenile Nonfiction","3.99"
"421","The Mystics of the Osprey Six","John Jones","Fiction","3.99"
"422","Who Benefits From Trade?","Gideon Rose","Political Science","8.95"
"423","iPhone 12 Guide","Melissa L. Moody","Computers","4.0"
"424","The Cambridge Companion to British Black and Asian Literature (19452010)","Deirdre Osborne","Literary Criticism","33.99"
"425","e-Pedia: Captain America: Civil War","Contributors","Fiction","1.99"
"426","Proceedings of the 1991 Academy of Marketing Science (AMS) Annual Conference","Robert L. King","Business & Economics","99.0"
"427","Management Systems and Organizational Performance","Martin F. Stankard","Business & Economics","85.5"
"428","Educational Data Mining","Alejandro Pea-Ayala","Technology & Engineering","159.0"
"429","Operations Management","Dr. G. Suresh","Education","3.61"
"430","An Annotated Bibliography for Taiwan Film Studies","Jim Cheng","Performing Arts","144.99"
"431","Technology Use and Research Approaches for Community Education and Professional Development","Bryan","Education","165.0"
"432","Collaborative Units that Work","Kate Vande Brake","Language Arts & Disciplines","40.5"
"433","Coretta Scott King Award Books","Claire Gatrell Stephens","Language Arts & Disciplines","33.3"
"434","Learning From Winners","Raymond Pettit","Business & Economics","69.99"
"435","The Young Adult Award-Winners MEGAPACK","Emily Cheney Neville","Juvenile Fiction","0.99"
"436","The Pulitzer Prize Century","Heinz-Dietrich Fischer","Language Arts & Disciplines","64.54"
"437","American History Awards 19171991","Heinz-D. Fischer","History","210.0"
"438","Novel / Fiction Awards 1917-1994","Heinz-D. Fischer","Language Arts & Disciplines","210.0"
"439","The Routledge Companion to American Literary Journalism","William Dow","Language Arts & Disciplines","61.99"
"440","Editorial Cartoon Awards 19221997","Heinz-D. Fischer","Language Arts & Disciplines","196.0"
"441","Press Photography Award 19421998","Heinz-Dietrich Fischer","History","210.0"
"442","Biography / Autobiography Awards 1917-1992","Heinz-D. Fischer","Language Arts & Disciplines","196.0"
"443","19631977","Heinz-Dietrich Fischer","Language Arts & Disciplines","126.99"
"444","General Nonfiction Award 1962 - 1993","Heinz-D. Fischer","Language Arts & Disciplines","196.0"
"445","Women Pulitzer Playwrights","Carolyn Casey Craig","Performing Arts","25.99"
"446","Pulitzer Prizes for a World News Agency","Heinz-Dietrich Fischer","Language Arts & Disciplines","44.95"
"447","Complete Bibliographical Manual of Books about the Pulitzer Prizes 19352003","Heinz-D. Fischer","Language Arts & Disciplines","210.0"
"448","The Nobel Prize and the Formation of Contemporary World Literature","Paul Tenngart","Literary Criticism","35.95"
"449","The Politics of Literary Prestige","Sarah E.L. Bowskill","Literary Criticism","35.95"
"450","The Nobel Lecture in Literature, 2020","Louise Glck","Literary Criticism","1.99"
"451","Gravel Heart","Abdulrazak Gurnah","Fiction","13.6"
"452","Disability and Modern Fiction","A. Hall","Literary Criticism","54.99"
"453","Marta","Eliza Orzeszkowa","Fiction","24.99"
"454","Tarantula","Bob Dylan","Poetry","13.99"
"455","Toni Morrison","Barbara Kramer","Juvenile Nonfiction","28.94"
"456","One Mans Bible","Gao Xingjian","Fiction","2.99"
"457","Cultural Afterlives and Screen Adaptations of Classic Literature","H. Shachar","Performing Arts","54.99"
"458","Manga Classics: The Stories of Edgar Allan Poe","Edgar Allan Poe","Comics & Graphic Novels","17.99"
"459","The New Legacy of the Classics","Pasquale De Marco","Literary Criticism","3.5"
"460","Classical Literature","Richard Jenkyns","History","17.99"
"461","Climbing Steep Literary Hills, at a Slow Pace","Chris Maddix","Literary Criticism","3.99"
"462","Three Great Classics of Literature","Pasquale De Marco","Literary Criticism","3.5"
"463","Unlocking the World of Reading","Pasquale De Marco","Education","3.15"
"464","The Eclectic Quire","Pasquale De Marco","Literary Criticism","2.99"
"465","The Amazing Maze Book","Pasquale De Marco","Games & Activities","2.99"
"466","King Solomons Mines (Collins Classics)","Henry Rider Haggard","Fiction","0.99"
"467","Zen Classics","Steven Heine","Religion","67.99"
"468","The Penguin Modern Classics Book","Henry Eliot","Literary Criticism","38.19"
"469","Serialization, Commercialization and the Childrens Classics","Amy Webster","Literary Criticism","103.5"
"470","Beginning","David Eldridge","Performing Arts","13.45"
"471","Italian Literature since 1900 in English Translation","Robin Healey","Literary Criticism","256.0"
"472","Academic Evaluation","K. Hyland","Education","99.0"
"473","Psychodynamic Counselling in Action","Michael Jacobs","Psychology","51.0"
"474","The Belly Fat Cure Sugar & Carb Counter REVISED","Jorge Cruise","Health & Fitness","6.99"
"475","Classic Car Museum Guide","Lance Cole","Travel","17.99"
"476","The History of British Womens Writing, 1970-Present","Mary Eagleton","Literary Criticism","59.99"
"477","Feminism and Womens Writing","Catherine Riley","Social Science","96.91"
"478","Organisational Development in Practice","Kevin Flinn","Business & Economics","54.99"
"479","Origin and Expansion of Chinese Sociology","Shaojie Liu","Social Science","99.0"
"480","The Cinematic Odyssey: A Voyage Through the Realm of Classic Films","Pasquale De Marco","Literary Criticism","4.5"
"481","Hay Fever","Nol Coward","Performing Arts","13.45"
"482","TYPEE & OMOO (Modern Classics Series)","Herman Melville","Fiction","1.99"
"483","Read These Banned Books","American Library Association (ALA)","Reference","9.99"
"484","Silenced in the Library","Zeke Jarvis","Language Arts & Disciplines","36.85"
"485","Controversial Books in K12 Classrooms and Libraries","Randy Bobbitt","Language Arts & Disciplines","40.49"
"486","Teaching Banned Books","Pat R. Scales","Antiques & Collectibles","20.0"
"487","Banned Books","Marcia Amidon Lusted","Juvenile Nonfiction","39.4"
"488","Banned Books for Kids","American Library Association (ALA)","Family & Relationships","16.99"
"489","The Story of the Banned Book","Mohamed Shoair","History","34.99"
"490","Ink of Blood: The Secret Lives of Banned Books","Mark E. Jemy","Political Science","2.99"
"491","The Censors Library","Nicole Moore","History","12.99"
"492","The Poetics of Genre in the Contemporary Novel","Tim Lanzendrfer","Literary Criticism","54.89"
"493","Writers & Artists Yearbook 2026","Bloomsbury Publishing","Language Arts & Disciplines","32.0"
"494","State Sponsored Literature","Asha Rogers","Literary Criticism","79.99"
"495","Novel Ideas","Paul Williams","Language Arts & Disciplines","26.95"
"496","Beyond Craft","Steve Westbrook","Language Arts & Disciplines","31.45"
"497","Routledge Handbook of African Literature","Moradewun Adejunmobi","Literary Criticism","58.99"
"498","The Routledge Companion to Literature and Emotion","Patrick Colm Hogan","Literary Criticism","59.99"
"499","John le Carr and the Cold War","Toby Manning","Literary Criticism","42.25"
"500","When Highbrow Meets Lowbrow","Peter Swirski","Literary Criticism","69.99"
