"order_id","member_id","book_id","order_date","quantity","order_status"
"634","66","199","2024-08-02","3","Delivered"
"635","74","197","2024-08-04","1","Delivered"
"636","69","356","2024-11-26","1","Cancelled"
"637","22","251","2024-05-27","1","Delivered"
"638","41","432","2024-08-18","3","Delivered"
"639","46","488","2024-01-05","2","Delivered"
"640","25","418","2024-07-15","3","Cancelled"
"641","64","210","2024-12-16","2","Delivered"
"642","57","251","2024-03-26","1","Cancelled"
"643","4","408","2024-04-22","2","Delivered"
"644","36","116","2024-10-02","2","Delivered"
"645","59","290","2024-09-10","3","Cancelled"
"646","15","294","2024-02-28","2","Cancelled"
"647","47","278","2024-01-22","3","Delivered"
"648","70","112","2024-08-05","1","Returned"
"649","32","153","2024-01-17","2","Delivered"
"650","45","442","2024-02-14","2","Delivered"
"651","31","108","2024-10-28","3","Delivered"
"652","79","324","2024-08-07","1","Cancelled"
"653","18","402","2024-04-15","1","Delivered"
"654","73","180","2024-09-29","2","Cancelled"
"655","69","87","2024-06-14","3","Delivered"
"656","38","294","2024-05-16","3","Returned"
"657","13","70","2024-07-29","1","Delivered"
"658","17","360","2024-03-08","1","Delivered"
"659","42","425","2024-05-06","3","Delivered"
"660","63","73","2024-10-22","3","Delivered"
"661","54","193","2024-08-19","1","Returned"
"662","12","207","2024-09-20","3","Delivered"
"663","48","233","2024-09-06","2","Cancelled"
"664","1","445","2024-02-17","3","Delivered"
"665","46","436","2024-02-02","3","Delivered"
"666","28","496","2024-08-07","1","Delivered"
"667","35","166","2024-05-25","2","Cancelled"
"668","74","67","2024-10-16","2","Delivered"
"669","7","24","2024-02-20","3","Delivered"
"670","3","64","2024-03-21","2","Delivered"
"671","1","491","2024-08-07","1","Returned"
"672","17","452","2024-11-28","2","Delivered"
"673","36","48","2024-12-01","2","Delivered"
"674","11","191","2024-12-06","3","Delivered"
"675","7","203","2024-11-16","2","Returned"
"676","30","220","2024-12-01","1","Returned"
"677","13","1","2024-04-19","2","Delivered"
"678","17","304","2024-04-25","3","Returned"
"679","57","5","2024-01-05","3","Delivered"
"680","16","441","2024-08-04","3","Delivered"
"681","62","37","2024-04-27","2","Delivered"
"682","14","53","2024-06-09","2","Delivered"
"683","18","196","2024-03-09","3","Returned"
"684","19","36","2024-09-28","3","Delivered"
"685","79","333","2024-03-25","2","Delivered"
"686","28","322","2024-03-18","2","Cancelled"
"687","57","441","2024-04-21","1","Delivered"
"688","18","386","2024-03-04","3","Returned"
"689","50","180","2024-08-07","2","Delivered"
"690","32","142","2024-11-26","1","Delivered"
"691","71","308","2024-11-03","3","Cancelled"
"692","37","399","2024-12-19","1","Returned"
"693","39","106","2024-09-22","3","Cancelled"
"694","25","383","2024-07-19","2","Returned"
"695","7","402","2024-05-02","2","Delivered"
"696","15","124","2024-09-12","3","Cancelled"
"697","10","271","2024-01-07","2","Delivered"
"698","17","199","2024-10-18","2","Delivered"
"699","70","350","2024-03-29","2","Delivered"
"700","3","301","2024-02-04","1","Delivered"
"701","28","21","2024-01-31","2","Cancelled"
"702","37","322","2024-12-30","3","Delivered"
"703","55","360","2024-07-24","1","Returned"
"704","69","276","2024-11-11","1","Delivered"
"705","11","159","2024-02-10","3","Delivered"
"706","20","275","2024-06-16","2","Cancelled"
"707","9","159","2024-12-23","2","Returned"
"708","31","30","2024-05-05","1","Delivered"
"709","15","233","2024-11-09","3","Delivered"
"710","40","342","2024-12-02","3","Delivered"
"711","16","7","2024-12-28","1","Returned"
"712","2","84","2024-09-11","2","Cancelled"
"713","67","401","2024-05-12","1","Delivered"
"714","17","384","2024-05-17","3","Delivered"
"715","4","172","2024-08-07","2","Cancelled"
"716","9","135","2024-12-30","3","Returned"
"717","10","255","2024-08-21","3","Delivered"
"718","8","256","2024-10-17","1","Delivered"
"719","21","131","2024-02-22","3","Returned"
"720","15","117","2024-09-17","1","Delivered"
"721","2","126","2024-01-24","2","Delivered"
"722","50","472","2024-03-17","1","Delivered"
"723","71","412","2024-12-01","2","Delivered"
"724","42","128","2024-08-01","3","Delivered"
"725","35","423","2024-02-09","3","Delivered"
"726","16","258","2024-12-10","1","Delivered"
"727","29","412","2024-09-21","1","Delivered"
"728","9","450","2024-08-26","2","Delivered"
"729","42","45","2024-10-10","2","Delivered"
"730","48","103","2024-05-29","3","Delivered"
"731","80","125","2024-08-25","2","Cancelled"
"732","64","396","2024-04-10","3","Cancelled"
"733","32","78","2024-01-04","2","Delivered"
"734","30","278","2024-06-26","3","Returned"
"735","2","487","2024-06-20","1","Returned"
"736","49","435","2024-06-06","1","Delivered"
"737","68","122","2024-08-02","2","Delivered"
"738","19","365","2024-05-23","1","Delivered"
"739","30","460","2024-09-23","2","Returned"
"740","48","235","2024-02-13","3","Delivered"
"741","65","69","2024-11-22","2","Delivered"
"742","76","291","2024-02-01","2","Returned"
"743","17","122","2024-05-29","2","Delivered"
"744","51","359","2024-06-16","2","Delivered"
"745","35","120","2024-02-08","1","Delivered"
"746","75","56","2024-03-20","1","Delivered"
"747","58","239","2024-06-09","2","Delivered"
"748","69","184","2024-04-16","2","Delivered"
"749","60","136","2024-03-02","1","Delivered"
"750","39","424","2024-12-26","3","Cancelled"
"751","6","111","2024-06-16","1","Delivered"
"752","32","496","2024-07-01","2","Cancelled"
"753","7","347","2024-06-02","2","Delivered"
"754","4","488","2024-07-26","2","Cancelled"
"755","71","128","2024-02-18","2","Delivered"
"756","18","63","2024-01-07","1","Delivered"
"757","17","102","2024-07-24","2","Returned"
"758","11","299","2024-10-27","2","Delivered"
"759","3","34","2024-04-11","3","Delivered"
"760","17","48","2024-06-18","1","Delivered"
"761","60","26","2024-03-27","3","Delivered"
"762","51","255","2024-01-16","2","Returned"
"763","55","89","2024-06-30","1","Delivered"
"764","36","144","2024-08-16","1","Delivered"
"765","79","318","2024-11-11","1","Returned"
"766","38","256","2024-07-29","3","Delivered"
"767","8","45","2024-05-23","2","Delivered"
"768","54","103","2024-11-25","3","Delivered"
"769","70","407","2024-01-10","2","Returned"
"770","46","246","2024-10-05","2","Delivered"
"771","73","258","2024-06-13","2","Delivered"
"772","24","14","2024-06-12","3","Delivered"
"773","4","459","2024-05-23","1","Delivered"
"774","68","184","2024-10-26","1","Delivered"
"775","13","127","2024-12-02","1","Delivered"
"776","69","418","2024-01-29","1","Cancelled"
"777","50","182","2024-03-29","1","Delivered"
"778","76","163","2024-12-23","2","Cancelled"
"779","4","361","2024-12-24","2","Cancelled"
"780","73","73","2024-10-15","1","Delivered"
"781","70","159","2024-03-30","2","Delivered"
"782","12","29","2024-04-29","3","Delivered"
"783","3","270","2024-09-01","1","Delivered"
"784","79","104","2024-03-07","2","Returned"
"785","23","471","2024-06-14","1","Delivered"
"786","19","301","2024-12-26","1","Delivered"
"787","68","441","2024-07-05","1","Delivered"
"788","51","301","2024-02-21","2","Delivered"
"789","42","70","2024-03-21","3","Delivered"
"790","63","333","2024-06-11","1","Returned"
"791","72","356","2024-11-10","2","Delivered"
"792","76","418","2024-03-30","2","Delivered"
"793","38","66","2024-03-31","3","Delivered"
"794","74","201","2024-10-17","1","Delivered"
"795","78","163","2024-11-09","1","Returned"
"796","73","54","2024-09-11","1","Delivered"
"797","10","122","2024-06-26","2","Delivered"
"798","12","421","2024-12-28","3","Returned"
"799","43","229","2024-01-06","2","Delivered"
"800","32","355","2024-02-04","2","Delivered"
